ind,definition,total_views,total_likes,avg_daily_views,total_comments,publish_date,title,tags,k,quarter,grade_level,teacher,episode,subject,duration_in_seconds,tag_type
604,hd,44559,879,103,40,2020-11-25,Grade 7 English Q1 Ep13: Using the Appropriate Reading Style (part 1),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,mutya vistan,Episode 13,english,1142,9
605,hd,19611,368,45,17,2020-11-25,"Grade 7 English Q1 Ep12: Phrases, Clauses and Sentences (Part 2)","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,mutya vistan,Episode 12,english,1166,9
606,hd,67679,1428,157,64,2020-11-25,"Grade 7 English Q1 Ep11: Phrases, Clauses, and Sentences ( Part 1)","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,mutya vistan,Episode 11,english,1408,9
607,hd,10262,228,24,0,2020-11-25,Grade 7 Araling Panlipunan Q1 Ep11:  Mga Suliranin Pangkapaligiran at Kalagayang Ekolohikal ng Asya,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,leo angeles,Episode 11,araling panlipunan,1468,9
608,hd,25486,668,58,33,2020-11-21,"Grade 7 ESP Q1 Ep3: Mga Kakayahan at Kilos, Pagpapaunlad ng Tiwala sa Sarili","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",7,Quarter 1,Grade 7,whisper salinas,Episode 03,edukasyon sa pagparaling panlipunanakatao,1226,9
609,hd,25390,473,58,17,2020-11-18,Grade 7 Science Q1 Ep6: Classifying Elements and Compounds,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",7,Quarter 1,Grade 7,maricon samin,Episode,science,1355,11
610,hd,30116,544,69,17,2020-11-18,Grade 7 Science Q1 Ep5: Properties of Elements and Compounds,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",7,Quarter 1,Grade 7,maricon samin,Episode 05,science,1323,11
611,hd,16538,284,38,6,2020-11-18,Grade 7 Filipino Q1 Ep5: Pahayag sa Pagbibigay ng mga Patunay,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",7,Quarter 1,Grade 7,antonio maaghop,Episode 05,filipino,1414,11
612,hd,34003,680,77,24,2020-11-18,Grade 7 English Q1 Ep7: Past and Present Perfect Tenses,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",7,Quarter 1,Grade 7,mutya vistan,Episode 07,english,1370,11
613,hd,43361,877,99,0,2020-11-18,Grade 7 Araling Panlipunan Q1 Ep5: Mga Likas Yaman ng Asya,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",7,Quarter 1,Grade 7,leo angeles,Episode 05,araling panlipunan,1224,11
614,hd,71993,1383,163,52,2020-11-16,Grade 7 Science Q1 Ep4: Periodic Table of Elements,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",7,Quarter 1,Grade 7,maricon samin,Episode 04,science,1550,11
615,hd,137377,3002,309,128,2020-11-13,Grade 7 Araling Panlipunan Q1 Ep1: Heograpiya ng Asya,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",7,Quarter 1,Grade 7,leo angeles,Episode 01,araling panlipunan,1421,11
616,hd,66478,1215,150,72,2020-11-13,Grade 7 Araling Panlipunan Q1 Ep2: Paghahating Heograpiko ng mga Rehiyon sa Asya,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",7,Quarter 1,Grade 7,leo angeles,Episode 02,araling panlipunan,1377,11
617,hd,42498,882,96,0,2020-11-13,Grade 7 Araling Panlipunan Q1 Ep3: Mga Anyong Lupa at Anyong Tubig sa Asya,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",7,Quarter 1,Grade 7,leo angeles,Episode 03,araling panlipunan,1409,11
618,hd,65878,1366,147,48,2020-11-10,Grade 7 Science Q1 Ep3: Characteristics of Elements and Compounds,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",7,Quarter 1,Grade 7,maricon samin,Episode 03,science,1171,11
619,hd,22110,477,49,23,2020-11-07,Grade 7 Math Q1 Ep6: Addition & Subtraction of Integers,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",7,Quarter 1,Grade 7,jobelle mostoles,Episode 06,math,1533,11
620,hd,23193,507,52,32,2020-11-07,Grade 7 Math Q1 Ep7: Multiplication & Division of Integers,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",7,Quarter 1,Grade 7,jobelle mostoles,Episode 07,math,1536,11
621,hd,14581,245,32,0,2020-11-06,Grade 7 Filipino Q1 Ep6: Pabula Anga Hatol ng Kuneho,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",7,Quarter 1,Grade 7,antonio maaghop,Episode 06,filipino,1377,11
622,hd,69534,1517,154,75,2020-11-06,Grade 7 English Q1 Ep9: Direct and Reported Speech (Part 1),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",7,Quarter 1,Grade 7,mutya vistan,Episode 09,english,1492,11
623,hd,16853,281,37,28,2020-11-06,Grade 7 English Q1 Ep10: Direct and Reported Speech (Part 2),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",7,Quarter 1,Grade 7,mutya vistan,Episode 10,english,1336,11
624,hd,37515,808,83,39,2020-11-05,Grade 7 Math Q1 Ep5: Absolute Values and Addition of Integers,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",7,Quarter 1,Grade 7,jobelle mostoles,Episode 05,math,1523,11
625,hd,10693,197,24,0,2020-11-05,Grade 7 Filipino Q1 Ep7: Pabula,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",7,Quarter 1,Grade 7,antonio maaghop,Episode 07,filipino,1363,11
626,hd,22665,429,50,18,2020-11-05,Grade 7 English Q1 Ep6: Passive and Active Voices (Part 2),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",7,Quarter 1,Grade 7,mutya vistan,Episode 06,english,1243,11
627,hd,76201,1611,169,52,2020-11-05,Grade 7 English Q1 Ep5: Passive and Active Voices (Part 1),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",7,Quarter 1,Grade 7,mutya vistan,Episode 05,english,1475,11
628,hd,44666,941,99,27,2020-11-04,Grade 7 English Q1 Ep8: Past and Past Perfect Tenses,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",7,Quarter 1,Grade 7,mutya vistan,Episode 08,english,1244,11
629,hd,74238,1325,161,75,2020-10-27,Grade 7 Filipino Q1 Ep1: Kwentong Bayan ng Meranao,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",7,Quarter 1,Grade 7,antonio maaghop,Episode 01,filipino,1441,11
630,hd,9586,119,21,7,2020-10-27,Grade 7 Filipino Q1 Ep4: Kuwentong Bayan ng Zamboanga (Part 2),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",7,Quarter 1,Grade 7,antonio maaghop,Episode 04,filipino,1261,11
631,hd,13247,166,29,13,2020-10-27,Grade 7 Filipino Q1 Ep3: Kuwentong Bayan ng Zamboanga (Part 1),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",7,Quarter 1,Grade 7,antonio maaghop,Episode 03,filipino,1200,11
632,hd,56674,1396,123,146,2020-10-27,Grade 7 Math Q1 Ep2: Sets (Part 2),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",7,Quarter 1,Grade 7,janet dar juan,Episode 02,math,1446,11
633,hd,57703,1223,125,53,2020-10-26,Grade 7 English Q1 Ep2: Completing an Analogy,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",7,Quarter 1,Grade 7,mutya vistan,Episode 02,english,1246,11
634,hd,46866,855,100,39,2020-10-21,Grade 7 English Q1 Ep4: Identifying the Genre of a Material Viewed (Part 2),0,7,Quarter 1,Grade 7,mutya vistan,Episode 04,english,1217,12
635,hd,16967,257,36,7,2020-10-21,Grade 7 Filipino Q1 Ep2: Kuwentong Bayan ng Merenao,0,7,Quarter 1,Grade 7,antonio maaghop,Episode 02,filipino,1207,12
636,hd,113070,2280,242,95,2020-10-21,Grade 7 English Q1 Ep3: Identifying the Genre of a Material Viewed (Part 1),0,7,Quarter 1,Grade 7,mutya vistan,Episode 03,english,1371,12
637,hd,17684,374,38,20,2020-10-21,Grade 7 ESP Q1 Ep2: Ako Ngayon,0,7,Quarter 1,Grade 7,whisper salinas,Episode 02,edukasyon sa pagparaling panlipunanakatao,1124,12
638,hd,173467,3925,367,143,2020-10-15,Grade 7 Science Q1 Ep1: Scientific Ways of Acquiring Knowledge and Solving Problems,0,7,Quarter 1,Grade 7,maricon samin,Episode 01,science,1204,12
639,hd,62154,1621,131,0,2020-10-15,Grade 7 ESP Q1 Ep1: Ako Ngayon,0,7,Quarter 1,Grade 7,whisper salinas,Episode 01,edukasyon sa pagparaling panlipunanakatao,1351,12
640,sd,10874,270,23,9,2020-10-15,Grade 7 Araling Panlipunan Q1 Ep4: Klima at Behitasyon ng Asya or Vegetation Cover,0,7,Quarter 1,Grade 7,leo angeles,Episode 04,araling panlipunan,1470,12
641,sd,63439,1220,134,48,2020-10-13,Grade 7 Science Q1 Ep2: Scientific Ways of Acquiring Knowledge and Solving Problems,0,7,Quarter 1,Grade 7,maricon samin,Episode 02,science,1235,12
642,hd,220197,5708,455,282,2020-10-04,Grade 7 English Q1 Ep1: Completing an Analogy,"['DepEd TV', 'DepEdTV', 'English', 'Grade 7']",7,Quarter 1,Grade 7,mutya vistan,Episode 01,english,1290,1
643,hd,217405,5109,449,421,2020-10-04,Grade 7 Math Q1 Ep1: Sets,0,7,Quarter 1,Grade 7,janet dar juan,Episode 01,math,1261,12
644,hd,51722,788,389,58,2021-09-20,Grade 8 SCIENCE Q1 Ep4: Newton's Laws of Motion,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",8,Quarter 1,Grade 8,mark joseph valdez,Episode 04,science,1619,9
645,hd,50114,924,363,17,2021-09-15,Grade 8 Music and Arts Q1 Ep1: Music of Cambodia/Arts and Crafts in Southeast Asia,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",8,Quarter 1,Grade 8,jayson dedal,Episode 01,music & arts,1620,9
646,hd,30363,602,84,17,2021-02-03,Grade 8 Math Q1 Ep 6 Simplifying Rational Algebraic Expressions,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",8,Quarter 1,Grade 8,joshua salazar,Episode 06,math,1514,9
647,hd,16738,309,46,22,2021-02-03,Grade 8 Math Q1 Ep 11 Slope of the Line,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",8,Quarter 1,Grade 8,joshua salazar,Episode 11,math,1451,9
648,hd,15292,323,42,15,2021-02-03,Grade 8 Math Q1 Ep 12 Graphing Linear Equations,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",8,Quarter 1,Grade 8,joshua salazar,Episode 12,math,1430,9
649,hd,4781,79,13,4,2021-02-03,Grade 8 Math Q1 Ep 17 Solving Systems of Linear Equations by Substitution,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",8,Quarter 1,Grade 8,joshua salazar,Episode 17,math,1431,9
650,hd,7612,166,21,4,2021-02-03,Grade 8 Math  Q1 Ep 16 Graphing Systems of Linear Equations in Two Variables,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",8,Quarter 1,Grade 8,joshua salazar,Episode 16,math,1382,9
651,hd,3507,66,10,0,2021-02-03,Grade 8 Math  Q1 Ep 18 Solving Systems of Linear Equations by Elimination,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",8,Quarter 1,Grade 8,joshua salazar,Episode 18,math,1448,9
652,hd,14276,267,39,9,2021-02-03,Grade 8 Filipino Q1 Ep 5 Pagsulat ng Salawikain at Kasabihan,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",8,Quarter 1,Grade 8,ronnel agoncillo,Episode 05,filipino,1498,9
653,hd,7473,137,21,8,2021-02-03,Grade 8 Filipino Q1 Ep 6 Pagsulat ng Karunungang-bayan ( Part 2),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",8,Quarter 1,Grade 8,ronnel agoncillo,Episode 06,filipino,1463,9
654,hd,19525,378,54,0,2021-02-03,Grade 8 Filipino Q1 Ep 11 Iba't Ibang Teknik sa Pagpapalawak ng Paksa,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",8,Quarter 1,Grade 8,ronnel agoncillo,Episode 11,filipino,1521,9
655,hd,13496,255,37,0,2021-02-03,Grade 8 Filipino Q1 Ep 12 Pagsulat ng Talata,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",8,Quarter 1,Grade 8,ronnel agoncillo,Episode 12,filipino,1588,9
656,hd,70258,1222,194,42,2021-02-03,Grade 7/8 TLE Q1 Ep 1 Using Hand Tools,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",8,Quarter 1,Grade 7,marco paolo victoriano,Episode 01,technology and livelihood education,1215,9
657,hd,7131,101,20,12,2021-02-03,Grade 7/8 TLE Q1 Ep 7 Testing Electronic Components (Part 1),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",8,Quarter 1,Grade 7,marco paolo victoriano,Episode 07,technology and livelihood education,1054,9
658,hd,37051,611,102,34,2021-02-03,Grade 7/8 TLE Q1 Ep 2 Components of a Computer System  (Part 1),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",8,Quarter 1,Grade 7,marco paolo victoriano,Episode 02,technology and livelihood education,1337,9
659,hd,10897,192,28,5,2021-01-03,Grade 8 Science Q1 Ep 12: Safe Electricity Application,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",8,Quarter 1,Grade 8,mark joseph valdez,Episode 12,science,1322,9
660,hd,23094,407,61,90,2021-01-18,Grade 8 PE & Health Q1 Ep 1 Go For Fitness Goal,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",8,Quarter 1,Grade 8,allen jemuel nicdao,Episode 01,physical education & health,1628,9
661,hd,7427,113,20,7,2021-01-18,Grade 8 PE & Health Q1 Ep 4  Introduction to Team Sports,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",8,Quarter 1,Grade 8,allen jemuel nicdao,Episode 04,physical education & health,1635,9
662,hd,44462,883,118,21,2021-01-18,Grade 8 Science Q1 Ep 9 Heat and Temperature,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",8,Quarter 1,Grade 8,mark joseph valdez,Episode 09,science,1208,9
663,hd,25535,439,68,9,2021-01-18,Grade 8 Science Q1 Ep 10,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",8,Quarter 1,Grade 8,mark joseph valdez,Episode 10,science,1221,9
664,hd,120263,2955,316,71,2021-01-15,Grade 8 AP Q1 Ep 1  Ang Katuturan at Limang Tema ng Heograpiya,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",8,Quarter 1,Grade 8,enrique arlanza,Episode 01,araling panlipunan,1381,9
665,hd,4661,77,12,4,2021-01-15,Grade 8 English Q1  Ep 12 Negative Emotional Response Adjectives,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",8,Quarter 1,Grade 8,ramiefe labastida,Episode 12,english,1054,9
666,hd,15910,366,42,7,2021-01-15,Grade 8 English Q1 Ep 13 Adverbs,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",8,Quarter 1,Grade 8,ramiefe labastida,Episode 08,english,930,9
667,hd,21640,383,57,15,2021-01-15,Grade 8 AP Q1 Ep 8 Ang Panahon ng Metal,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",8,Quarter 1,Grade 8,enrique arlanza,Episode 08,araling panlipunan,1252,9
668,hd,29154,639,77,123,2021-01-15,Grade 8 AP Q1 Ep 7 Ang Panahon ng Bato,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",8,Quarter 1,Grade 8,enrique arlanza,Episode 07,araling panlipunan,1440,9
669,hd,17954,299,46,72,2021-01-03,Grade 7/8 TLE Ep 5 Preparing and Interpreting Technical Drawings,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",8,Quarter Not Specified,Grade 7,marco paolo victoriano,Episode 05,technology and livelihood education,1017,9
670,hd,37000,611,94,90,2021-01-03,Grade 7/8 TLE Ep 4 Performing Mensuration and Calculation,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",8,Quarter Not Specified,Grade 7,marco paolo victoriano,Episode 04,technology and livelihood education,1265,9
671,hd,9289,135,24,8,2021-01-01,"Grade 8 PE & Health Q1 Ep 3 Plan, Prepare and Act it Out / Importance of Sexuality to Family Health","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",8,Quarter 1,Grade 8,allen jemuel nicdao,Episode 03,physical education & health,1524,9
672,hd,13335,199,34,11,2021-01-01,Grade 8 PE & Health Q1 Ep 2 Go For Fitness Goal / Factors that affect one's attitudes...,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",8,Quarter 1,Grade 8,allen jemuel nicdao,Episode 02,physical education & health,1476,9
673,hd,11830,196,30,7,2021-01-03,Grade 8 Math Q1 Ep 14 Solving Problems Involving Linear Equations in Two Variables,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",8,Quarter 1,Grade 8,joshua salazar,Episode 14,math,1470,9
674,hd,12893,257,33,8,2021-01-03,Grade 8 Math Q1 Ep 15 Systems of Linear Equations in Two Variables,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",8,Quarter 1,Grade 8,joshua salazar,Episode 15,math,1400,9
